# RBER, SIGMA, SIGMA1, SIGMA2, CAPACITY, T0, LLR0, LLR1
1.993500000000000133e-02 9.731918551027577413e-01 4.865959275513788707e-01 4.865959275513788707e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.895141915162406487e+00 -3.895141915162408264e+00
2.143000000000000113e-02 9.876193407557457560e-01 4.938096703778728780e-01 4.938096703778728780e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.821300512860392740e+00 -3.821300512860394072e+00
2.292500000000000093e-02 1.001616809690613508e+00 5.008084048453067538e-01 5.008084048453067538e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.752335396562934910e+00 -3.752335396562934022e+00
2.442000000000000073e-02 1.015235753283321829e+00 5.076178766416609145e-01 5.076178766416609145e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.687629697244073856e+00 -3.687629697244072524e+00
2.591500000000000054e-02 1.028519274023858010e+00 5.142596370119290050e-01 5.142596370119290050e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.626676617186988860e+00 -3.626676617186987084e+00
2.741000000000000034e-02 1.041503861292347510e+00 5.207519306461737552e-01 5.207519306461737552e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.569054705883031087e+00 -3.569054705883032863e+00
2.890500000000000014e-02 1.054220715952071341e+00 5.271103579760356705e-01 5.271103579760356705e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.514409710252284658e+00 -3.514409710252285546e+00
3.039999999999999994e-02 1.066696755620478276e+00 5.333483778102391382e-01 5.333483778102391382e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.462441006902875262e+00 -3.462441006902874374e+00
3.189499999999999974e-02 1.078955389398293274e+00 5.394776946991466371e-01 5.394776946991466371e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.412891294774476947e+00 -3.412891294774476503e+00
3.339000000000000301e-02 1.091017123178005699e+00 5.455085615890028494e-01 5.455085615890028494e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.365538650942976773e+00 -3.365538650942976773e+00
3.488499999999999934e-02 1.102900038456055221e+00 5.514500192280276103e-01 5.514500192280276103e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.320190327831944899e+00 -3.320190327831946231e+00
3.638000000000000261e-02 1.114620175336550112e+00 5.573100876682750560e-01 5.573100876682750560e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.276677852935555357e+00 -3.276677852935556245e+00
3.787499999999999895e-02 1.126191842022614020e+00 5.630959210113070101e-01 5.630959210113070101e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.234853116024948960e+00 -3.234853116024948516e+00
3.937000000000000222e-02 1.137627867233207635e+00 5.688139336166038174e-01 5.688139336166038174e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.194585214268366169e+00 -3.194585214268365725e+00
4.086499999999999855e-02 1.148939807826953485e+00 5.744699039134767427e-01 5.744699039134767427e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.155757885645071870e+00 -3.155757885645071870e+00
4.236000000000000182e-02 1.160138120921883509e+00 5.800690604609417544e-01 5.800690604609417544e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.118267403732573051e+00 -3.118267403732573495e+00
4.385499999999999815e-02 1.171232307615872381e+00 5.856161538079361906e-01 5.856161538079361906e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.082020837786942469e+00 -3.082020837786943357e+00
4.535000000000000142e-02 1.182231033798539555e+00 5.911155168992697773e-01 5.911155168992697773e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.046934604598328988e+00 -3.046934604598327656e+00
4.684499999999999775e-02 1.193142232338841646e+00 5.965711161694208231e-01 5.965711161694208231e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.012933255307121083e+00 -3.012933255307120195e+00
4.834000000000000102e-02 1.203973190021052853e+00 6.019865950105264263e-01 6.019865950105264263e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.979948452868187658e+00 -2.979948452868188102e+00
4.983500000000000429e-02 1.214730621906255026e+00 6.073653109531275129e-01 6.073653109531275129e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.947918105304337733e+00 -2.947918105304337733e+00
5.133000000000000063e-02 1.225420735260814631e+00 6.127103676304073154e-01 6.127103676304073154e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.916785627106748269e+00 -2.916785627106749157e+00
5.282500000000000390e-02 1.236049284777263946e+00 6.180246423886319729e-01 6.180246423886319729e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.886499306698222522e+00 -2.886499306698222966e+00
5.432000000000000023e-02 1.246621620487178950e+00 6.233108102435894748e-01 6.233108102435894748e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.857011762191683069e+00 -2.857011762191682180e+00
5.581500000000000350e-02 1.257142729508646584e+00 6.285713647543232918e-01 6.285713647543232918e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.828279471054568006e+00 -2.828279471054568450e+00
5.730999999999999983e-02 1.267617272566594622e+00 6.338086362832973109e-01 6.338086362832973109e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.800262361953617773e+00 -2.800262361953618218e+00
5.880500000000000310e-02 1.278049616060955795e+00 6.390248080304778977e-01 6.390248080304778977e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.772923459168907367e+00 -2.772923459168908256e+00
6.029999999999999943e-02 1.288443860326053292e+00 6.442219301630266459e-01 6.442219301630266459e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.746228571655879414e+00 -2.746228571655878969e+00
6.179500000000000270e-02 1.298803864618116810e+00 6.494019323090584050e-01 6.494019323090584050e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.720146020192541148e+00 -2.720146020192541592e+00
6.328999999999999904e-02 1.309133269281113066e+00 6.545666346405565328e-01 6.545666346405565328e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.694646397147547834e+00 -2.694646397147548722e+00
6.478499999999999537e-02 1.319435515470036346e+00 6.597177577350181732e-01 6.597177577350181732e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.669702354298328029e+00 -2.669702354298327585e+00
6.628000000000000558e-02 1.329713862752402775e+00 6.648569313762013877e-01 6.648569313762013877e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.645288414858477655e+00 -2.645288414858476767e+00
6.777500000000000191e-02 1.339971404860336834e+00 6.699857024301684172e-01 6.699857024301684172e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.621380806473646796e+00 -2.621380806473646352e+00
6.926999999999999824e-02 1.350211083825537228e+00 6.751055419127686141e-01 6.751055419127686141e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.597957312440168476e+00 -2.597957312440168476e+00
7.076499999999999457e-02 1.360435702695902416e+00 6.802178513479512079e-01 6.802178513479512079e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.574997138811236486e+00 -2.574997138811236930e+00
7.226000000000000478e-02 1.370647937004543238e+00 6.853239685022716188e-01 6.853239685022716188e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.552480795397291669e+00 -2.552480795397292113e+00
7.375500000000000111e-02 1.380850345138320279e+00 6.904251725691601393e-01 6.904251725691601393e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.530389988953054115e+00 -2.530389988953054559e+00
7.524999999999999745e-02 1.391045377733118427e+00 6.955226888665592133e-01 6.955226888665592133e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.508707527083579691e+00 -2.508707527083579247e+00
7.674500000000000766e-02 1.401235386206181266e+00 7.006176931030906330e-01 7.006176931030906330e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.487417231603867851e+00 -2.487417231603867851e+00
7.824000000000000399e-02 1.411422630521473875e+00 7.057113152607369377e-01 7.057113152607369377e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.466503860257511338e+00 -2.466503860257511338e+00
7.973500000000000032e-02 1.421609286271804162e+00 7.108046431359020811e-01 7.108046431359020811e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.445953035844853130e+00 -2.445953035844853130e+00
8.122999999999999665e-02 1.431797451150917944e+00 7.158987255754589718e-01 7.158987255754589718e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.425751181934732603e+00 -2.425751181934733047e+00
8.272500000000000686e-02 1.441989150879818382e+00 7.209945754399091911e-01 7.209945754399091911e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.405885464439233346e+00 -2.405885464439233346e+00
8.422000000000000319e-02 1.452186344643781490e+00 7.260931723218907452e-01 7.260931723218907452e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.386343738421304650e+00 -2.386343738421304206e+00
8.571499999999999952e-02 1.462390930089850105e+00 7.311954650449250526e-01 7.311954650449250526e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.367114499582700038e+00 -2.367114499582700482e+00
8.720999999999999586e-02 1.472604747928804914e+00 7.363023739644024568e-01 7.363023739644024568e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.348186839946595494e+00 -2.348186839946595494e+00
8.870500000000000607e-02 1.482829586180557158e+00 7.414147930902785788e-01 7.414147930902785788e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.329550407307020343e+00 -2.329550407307019899e+00
9.020000000000000240e-02 1.493067184097542244e+00 7.465335920487711219e-01 7.465335920487711219e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.311195368067326505e+00 -2.311195368067326505e+00
9.169499999999999873e-02 1.503319235796868547e+00 7.516596178984342735e-01 7.516596178984342735e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.293112373133385340e+00 -2.293112373133384896e+00
9.318999999999999506e-02 1.513587393628626376e+00 7.567936968143131882e-01 7.567936968143131882e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.275292526565035001e+00 -2.275292526565035001e+00
9.468500000000000527e-02 1.523873271304836852e+00 7.619366356524184258e-01 7.619366356524184258e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.257727356722379675e+00 -2.257727356722379675e+00
9.618000000000000160e-02 1.534178446810948504e+00 7.670892234054742520e-01 7.670892234054742520e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.240408789672380774e+00 -2.240408789672380774e+00
9.767499999999999793e-02 1.544504465119509007e+00 7.722522325597545034e-01 7.722522325597545034e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.223329124646564736e+00 -2.223329124646564292e+00
9.917000000000000814e-02 1.554852840723662810e+00 7.774264203618314051e-01 7.774264203618314051e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.206481011362853462e+00 -2.206481011362853462e+00
1.006650000000000045e-01 1.565225060006334656e+00 7.826125300031673282e-01 7.826125300031673282e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.189857429044173465e+00 -2.189857429044172576e+00
1.021600000000000008e-01 1.575622583459412196e+00 7.878112917297060980e-01 7.878112917297060980e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.173451666983716724e+00 -2.173451666983716279e+00
1.036549999999999971e-01 1.586046847765836043e+00 7.930234238829180216e-01 7.930234238829180216e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.157257306522048168e+00 -2.157257306522048612e+00
1.051500000000000073e-01 1.596499267756291918e+00 7.982496338781459588e-01 7.982496338781459588e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.141268204314709322e+00 -2.141268204314710211e+00
1.066450000000000037e-01 1.606981238251074640e+00 8.034906191255373198e-01 8.034906191255373198e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.125478476781033965e+00 -2.125478476781034409e+00
1.081400000000000000e-01 1.617494135796740506e+00 8.087470678983702532e-01 8.087470678983702532e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.109882485635458771e+00 -2.109882485635458771e+00
1.096349999999999963e-01 1.628039320306266413e+00 8.140196601531332066e-01 8.140196601531332066e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.094474824412183800e+00 -2.094474824412183800e+00
1.111300000000000066e-01 1.638618136610672904e+00 8.193090683053364520e-01 8.193090683053364520e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.079250305902413221e+00 -2.079250305902413221e+00
1.126250000000000029e-01 1.649231915929336711e+00 8.246159579646683557e-01 8.246159579646683557e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.064203950431048540e+00 -2.064203950431048540e+00
1.141199999999999992e-01 1.659881977265629915e+00 8.299409886328149577e-01 8.299409886328149577e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.049330974906345748e+00 -2.049330974906345304e+00
1.156149999999999956e-01 1.670569628733917567e+00 8.352848143669587833e-01 8.352848143669587833e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.034626782582237947e+00 -2.034626782582237503e+00
1.171100000000000058e-01 1.681296168823459558e+00 8.406480844117297790e-01 8.406480844117297790e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.020086953478327452e+00 -2.020086953478327008e+00
1.186050000000000021e-01 1.692062887604299126e+00 8.460314438021495631e-01 8.460314438021495631e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.005707235407512723e+00 -2.005707235407511835e+00
1.200999999999999984e-01 1.702871067879807132e+00 8.514355339399035660e-01 8.514355339399035660e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.991483535565577778e+00 -1.991483535565578444e+00
1.215950000000000086e-01 1.713721986290176247e+00 8.568609931450881234e-01 8.568609931450881234e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.977411912641014569e+00 -1.977411912641014569e+00
1.230900000000000050e-01 1.724616914370821208e+00 8.623084571854106040e-01 8.623084571854106040e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.963488569406953932e+00 -1.963488569406953488e+00
1.245850000000000013e-01 1.735557119569339779e+00 8.677785597846698895e-01 8.677785597846698895e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.949709845760257076e+00 -1.949709845760257299e+00
1.260799999999999976e-01 1.746543866224418151e+00 8.732719331122090756e-01 8.732719331122090756e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.936072212175771856e+00 -1.936072212175771412e+00
1.275749999999999940e-01 1.757578416509787855e+00 8.787892082548939277e-01 8.787892082548939277e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.922572263546397986e+00 -1.922572263546397542e+00
1.290699999999999903e-01 1.768662031346152741e+00 8.843310156730763705e-01 8.843310156730763705e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.909206713381973897e+00 -1.909206713381973897e+00
1.305650000000000144e-01 1.779795971283766765e+00 8.898979856418833823e-01 8.898979856418833823e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.895972388342197723e+00 -1.895972388342197723e+00
1.320600000000000107e-01 1.790981497358170582e+00 8.954907486790852911e-01 8.954907486790852911e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.882866223080757129e+00 -1.882866223080757129e+00
1.335550000000000070e-01 1.802219871921417083e+00 9.011099359607085413e-01 9.011099359607085413e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.869885255379661881e+00 -1.869885255379661881e+00
1.350500000000000034e-01 1.813512359450978995e+00 9.067561797254894973e-01 9.067561797254894973e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.857026621554361157e+00 -1.857026621554360712e+00
1.365449999999999997e-01 1.824860227338342744e+00 9.124301136691713721e-01 9.124301136691713721e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.844287552111811168e+00 -1.844287552111811168e+00
1.380399999999999960e-01 1.836264746659241887e+00 9.181323733296209433e-01 9.181323733296209433e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.831665367644907505e+00 -1.831665367644907283e+00
1.395349999999999924e-01 1.847727192927291595e+00 9.238635964636457976e-01 9.238635964636457976e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.819157474948039477e+00 -1.819157474948039255e+00
1.410299999999999887e-01 1.859248846832716850e+00 9.296244234163584252e-01 9.296244234163584252e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.806761363339620452e+00 -1.806761363339620896e+00
1.425250000000000128e-01 1.870830994967759731e+00 9.354154974838798653e-01 9.354154974838798653e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.794474601178497553e+00 -1.794474601178497553e+00
1.440200000000000091e-01 1.882474930540283475e+00 9.412374652701417377e-01 9.412374652701417377e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.782294832562085984e+00 -1.782294832562085984e+00
1.455150000000000055e-01 1.894181954076964658e+00 9.470909770384823290e-01 9.470909770384823290e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.770219774194994100e+00 -1.770219774194993656e+00
1.470100000000000018e-01 1.905953374117450805e+00 9.529766870587254024e-01 9.529766870587254024e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.758247212417658911e+00 -1.758247212417659355e+00
1.485049999999999981e-01 1.917790507900728025e+00 9.588952539503640127e-01 9.588952539503640127e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.746375000385296472e+00 -1.746375000385296472e+00
