# RBER, SIGMA, SIGMA1, SIGMA2, CAPACITY, T0, LLR0, LLR1
5.730999999999999983e-02 1.277912307284785998e+00 7.667473843708715320e-01 5.111649229139144657e-01 0.000000000000000000e+00 1.218156433028946689e-01 3.074511188579627685e+00 -2.591109454597539052e+00
5.880500000000000310e-02 1.288601644361126342e+00 7.731609866166757605e-01 5.154406577444505810e-01 0.000000000000000000e+00 1.205232534585201631e-01 3.047545973696502042e+00 -2.563722093916141365e+00
6.029999999999999943e-02 1.299256180137779992e+00 7.795537080826679954e-01 5.197024720551119970e-01 0.000000000000000000e+00 1.192250367328115401e-01 3.021220156668753543e+00 -2.536983128585646341e+00
6.179500000000000270e-02 1.309879861572070592e+00 7.859279169432423773e-01 5.239519446288282145e-01 0.000000000000000000e+00 1.179206204689949578e-01 2.995502287550970699e+00 -2.510860740585523665e+00
6.328999999999999904e-02 1.320476416791117158e+00 7.922858500746702282e-01 5.281905667164469298e-01 0.000000000000000000e+00 1.166096439463717577e-01 2.970363173759966724e+00 -2.485325392920444632e+00
6.478499999999999537e-02 1.331049374969036192e+00 7.986296249814216486e-01 5.324197499876145434e-01 0.000000000000000000e+00 1.152917570659402896e-01 2.945775669127887131e+00 -2.460349616636848147e+00
6.628000000000000558e-02 1.341602084070574241e+00 8.049612504423445669e-01 5.366408336282296743e-01 0.000000000000000000e+00 1.139666191702284476e-01 2.921714487032371022e+00 -2.435907822134673495e+00
6.777500000000000191e-02 1.352137726735221035e+00 8.112826360411325988e-01 5.408550906940884362e-01 0.000000000000000000e+00 1.126338979800322326e-01 2.898156034379850254e+00 -2.411976131522596045e+00
6.926999999999999824e-02 1.362659334535513578e+00 8.175956007213081023e-01 5.450637338142054755e-01 0.000000000000000000e+00 1.112932686332917115e-01 2.875078263710550086e+00 -2.388532229261695061e+00
7.076499999999999457e-02 1.373169800809535879e+00 8.239018804857215494e-01 5.492679203238143293e-01 0.000000000000000000e+00 1.099444128134318410e-01 2.852460541102340930e+00 -2.365555228754350647e+00
7.226000000000000478e-02 1.383671892239402235e+00 8.302031353436413186e-01 5.534687568957609161e-01 0.000000000000000000e+00 1.085870179562860166e-01 2.830283527890618878e+00 -2.343025552878214679e+00
7.375500000000000111e-02 1.394168259323782078e+00 8.365009555942691799e-01 5.576673037295128976e-01 0.000000000000000000e+00 1.072207765261862789e-01 2.808529074505857537e+00 -2.320924826751695758e+00
7.524999999999999745e-02 1.404661445872477543e+00 8.427968675234864815e-01 5.618645783489910617e-01 0.000000000000000000e+00 1.058453853530913896e-01 2.787180124969027339e+00 -2.299235781258301081e+00
7.674500000000000766e-02 1.415153897634086277e+00 8.490923385804517443e-01 5.660615590536345332e-01 0.000000000000000000e+00 1.044605450236613942e-01 2.766220630786326851e+00 -2.277942166059834683e+00
7.824000000000000399e-02 1.425647970153330224e+00 8.553887820919980900e-01 5.702591880613321340e-01 0.000000000000000000e+00 1.030659593201256330e-01 2.745635473154628414e+00 -2.257028671000096409e+00
7.973500000000000032e-02 1.436145935942322316e+00 8.616875615653933895e-01 5.744583743769289264e-01 0.000000000000000000e+00 1.016613347015467295e-01 2.725410392533387238e+00 -2.236480854946189645e+00
8.122999999999999665e-02 1.446649991039493433e+00 8.679899946236960817e-01 5.786599964157973508e-01 0.000000000000000000e+00 1.002463798227516967e-01 2.705531924761578111e+00 -2.216285081238491106e+00
8.272500000000000686e-02 1.457162261020833460e+00 8.742973566125000762e-01 5.828649044083333841e-01 0.000000000000000000e+00 9.882080508678714459e-02 2.685987343003129357e+00 -2.196428459026167790e+00
8.422000000000000319e-02 1.467684806520325846e+00 8.806108839121954412e-01 5.870739226081304052e-01 0.000000000000000000e+00 9.738432222721725429e-02 2.666764604894245494e+00 -2.176898789855779004e+00
8.571499999999999952e-02 1.478219628309707767e+00 8.869317769858245937e-01 5.912878513238831735e-01 0.000000000000000000e+00 9.593664391703851657e-02 2.647852304343146557e+00 -2.157684518958371545e+00
8.720999999999999586e-02 1.488768671981850922e+00 8.932612031891105087e-01 5.955074687927404131e-01 0.000000000000000000e+00 9.447748340133808875e-02 2.629239627499363685e+00 -2.138774690747712093e+00
8.870500000000000607e-02 1.499333832277025547e+00 8.996002993662153280e-01 5.997335329108102187e-01 0.000000000000000000e+00 9.300655415113737168e-02 2.610916312467141953e+00 -2.120158908100141293e+00
9.020000000000000240e-02 1.509916957086860911e+00 9.059501742521165468e-01 6.039667828347443645e-01 0.000000000000000000e+00 9.152356953615302382e-02 2.592872612387350006e+00 -2.101827295036901244e+00
9.169499999999999873e-02 1.520519851167025704e+00 9.123119107002153338e-01 6.082079404668103706e-01 0.000000000000000000e+00 9.002824251443974912e-02 2.575099261555491292e+00 -2.083770462473353735e+00
9.318999999999999506e-02 1.531144279586230894e+00 9.186865677517385143e-01 6.124577118344923798e-01 0.000000000000000000e+00 8.852028533709639657e-02 2.557587444281097078e+00 -2.065979476737541010e+00
9.468500000000000527e-02 1.541791970936271516e+00 9.250751825617629098e-01 6.167167883745086066e-01 0.000000000000000000e+00 8.699940926639916638e-02 2.540328766226580548e+00 -2.048445830593626837e+00
9.618000000000000160e-02 1.552464620325182620e+00 9.314787721951095500e-01 6.209858481300730704e-01 0.000000000000000000e+00 8.546532430588944795e-02 2.523315227992425580e+00 -2.031161416534839947e+00
9.767499999999999793e-02 1.563163892173350611e+00 9.378983353040103443e-01 6.252655568693402666e-01 0.000000000000000000e+00 8.391773894109079424e-02 2.506539200740705464e+00 -2.014118502135871402e+00
9.917000000000000814e-02 1.573891422830376863e+00 9.443348536982261177e-01 6.295565691321507451e-01 0.000000000000000000e+00 8.235635988964334908e-02 2.489993403671103334e+00 -1.997309707277078683e+00
1.006650000000000045e-01 1.584648823028745213e+00 9.507892938172470831e-01 6.338595292114981294e-01 0.000000000000000000e+00 8.078089185977330167e-02 2.473670883183027858e+00 -1.980727983072452236e+00
1.021600000000000008e-01 1.595437680188746210e+00 9.572626081132477038e-01 6.381750720754985062e-01 0.000000000000000000e+00 7.919103731609679342e-02 2.457564993574647971e+00 -1.964366592350686336e+00
1.036549999999999971e-01 1.606259560587739665e+00 9.637557363526437770e-01 6.425038242350958884e-01 0.000000000000000000e+00 7.758649625184840803e-02 2.441669379144809859e+00 -1.948219091553963445e+00
1.051500000000000073e-01 1.617116011405580922e+00 9.702696068433485088e-01 6.468464045622324132e-01 0.000000000000000000e+00 7.596696596671122237e-02 2.425977957577247324e+00 -1.932279313932687703e+00
1.066450000000000037e-01 1.628008562656945601e+00 9.768051375941673165e-01 6.512034250627782850e-01 0.000000000000000000e+00 7.433214084947700750e-02 2.410484904498438219e+00 -1.916541353926397351e+00
1.081400000000000000e-01 1.638938729020298801e+00 9.833632374121792363e-01 6.555754916081195649e-01 0.000000000000000000e+00 7.268171216483813868e-02 2.395184639111017422e+00 -1.900999552631800205e+00
1.096349999999999963e-01 1.649908011572377875e+00 9.899448069434266806e-01 6.599632046289511944e-01 0.000000000000000000e+00 7.101536784365809762e-02 2.380071810814126998e+00 -1.885648484268379166e+00
1.111300000000000066e-01 1.660917899436276768e+00 9.965507396617659941e-01 6.643671597745107738e-01 0.000000000000000000e+00 6.933279227612193507e-02 2.365141286730459758e+00 -1.870482943560532130e+00
1.126250000000000029e-01 1.671969871350513781e+00 1.003181922810308269e+00 6.687879485402055124e-01 0.000000000000000000e+00 6.763366610720156213e-02 2.350388140067263265e+00 -1.855497933962760637e+00
1.141199999999999992e-01 1.683065397165841581e+00 1.009839238299504949e+00 6.732261588663366325e-01 0.000000000000000000e+00 6.591766603391885360e-02 2.335807639245310430e+00 -1.840688656661230826e+00
1.156149999999999956e-01 1.694205939275978956e+00 1.016523563565587374e+00 6.776823757103915824e-01 0.000000000000000000e+00 6.418446460390793418e-02 2.321395237735840666e+00 -1.826050500291078071e+00
1.171100000000000058e-01 1.705392953987963534e+00 1.023235772392778076e+00 6.821571815951854578e-01 0.000000000000000000e+00 6.243373001482357965e-02 2.307146564550852208e+00 -1.811579031314302091e+00
1.186050000000000021e-01 1.716627892837327307e+00 1.029976735702396340e+00 6.866511571349309673e-01 0.000000000000000000e+00 6.066512591415521710e-02 2.293057415337047988e+00 -1.797269985007979853e+00
1.200999999999999984e-01 1.727912203852930428e+00 1.036747322311758257e+00 6.911648815411721714e-01 0.000000000000000000e+00 5.887831119903608884e-02 2.279123744028002108e+00 -1.783119257016954062e+00
1.215950000000000086e-01 1.739247332775884614e+00 1.043548399665530813e+00 6.956989331103539120e-01 0.000000000000000000e+00 5.707293981565635110e-02 2.265341655013124456e+00 -1.769122895429085407e+00
1.230900000000000050e-01 1.750634724236675543e+00 1.050380834542005370e+00 7.002538896946702840e-01 0.000000000000000000e+00 5.524866055789957875e-02 2.251707395785520482e+00 -1.755277093334783656e+00
1.245850000000000013e-01 1.762075822894293431e+00 1.057245493736576059e+00 7.048303291577173724e-01 0.000000000000000000e+00 5.340511686485241438e-02 2.238217350034028552e+00 -1.741578181835742090e+00
1.260799999999999976e-01 1.773572074540911814e+00 1.064143244724547133e+00 7.094288298163647921e-01 0.000000000000000000e+00 5.154194661683095258e-02 2.224868031147657632e+00 -1.728022623470734542e+00
1.275749999999999940e-01 1.785124927175383291e+00 1.071074956305229975e+00 7.140499708701533166e-01 0.000000000000000000e+00 4.965878192959653770e-02 2.211656076103231783e+00 -1.714607006028996183e+00
1.290699999999999903e-01 1.796735832048647064e+00 1.078041499229188238e+00 7.186943328194588254e-01 0.000000000000000000e+00 4.775524894643164153e-02 2.198578239709446880e+00 -1.701328036724089054e+00
1.305650000000000144e-01 1.808406244683879116e+00 1.085043746810327336e+00 7.233624978735516686e-01 0.000000000000000000e+00 4.583096762775893535e-02 2.185631389182729922e+00 -1.688182536703361381e+00
1.320600000000000107e-01 1.820137625874091780e+00 1.092082575524454979e+00 7.280550503496368009e-01 0.000000000000000000e+00 4.388555153799606617e-02 2.172812499032191980e+00 -1.675167435870097643e+00
1.335550000000000070e-01 1.831931442659686882e+00 1.099158865595811996e+00 7.327725770638747749e-01 0.000000000000000000e+00 4.191860762933946605e-02 2.160118646232816353e+00 -1.662279767997219215e+00
1.350500000000000034e-01 1.843789169288335028e+00 1.106273501573000972e+00 7.375156677153340556e-01 0.000000000000000000e+00 3.992973602217204931e-02 2.147547005667629350e+00 -1.649516666113094221e+00
1.365449999999999997e-01 1.855712288159407031e+00 1.113427372895644085e+00 7.422849152637628345e-01 0.000000000000000000e+00 3.791852978180684092e-02 2.135094845821074117e+00 -1.636875358141491432e+00
1.380399999999999960e-01 1.867702290755080430e+00 1.120621374453048213e+00 7.470809163020322163e-01 0.000000000000000000e+00 3.588457469126024590e-02 2.122759524707165557e+00 -1.624353162779059945e+00
1.395349999999999924e-01 1.879760678560113751e+00 1.127856407136068162e+00 7.519042714240455894e-01 0.000000000000000000e+00 3.382744901976596219e-02 2.110538486017261128e+00 -1.611947485595021545e+00
1.410299999999999887e-01 1.891888963972196747e+00 1.135133378383317959e+00 7.567555855888787875e-01 0.000000000000000000e+00 3.174672328673387722e-02 2.098429255473412081e+00 -1.599655815338850706e+00
1.425250000000000128e-01 1.904088671204686944e+00 1.142453202722812033e+00 7.616354684818748000e-01 0.000000000000000000e+00 2.964196002085471918e-02 2.086429437374250018e+00 -1.587475720442798277e+00
1.440200000000000091e-01 1.916361337183476454e+00 1.149816802310085873e+00 7.665445348733905817e-01 0.000000000000000000e+00 2.751271351405566723e-02 2.074536711321404159e+00 -1.575404845707075507e+00
1.455150000000000055e-01 1.928708512439644363e+00 1.157225107463786484e+00 7.714834049758577672e-01 0.000000000000000000e+00 2.535852957000588395e-02 2.062748829115218285e+00 -1.563440909156381009e+00
1.470100000000000018e-01 1.941131761999496330e+00 1.164679057199697665e+00 7.764527047997985543e-01 0.000000000000000000e+00 2.317894524686240840e-02 2.051063611809417431e+00 -1.551581699057265951e+00
1.485049999999999981e-01 1.953632666273549257e+00 1.172179599764129554e+00 7.814530665094197026e-01 0.000000000000000000e+00 2.097348859395828380e-02 2.039478946915048052e+00 -1.539825071086590835e+00
